num_imo,nom_navire,num_immat_francais,num_mmsi,chantier_construction,annee_construction,puissance_administrative,puissance_propulsive,longueur_hors_tout,jauge_londres,armateur_exploitant,materiau_coque,date_francisation,type_carburant,quartier,genre_navigation,date_debut_pa_commerce,date_fin_pa_commerce,date_debut_pa_peche_culture,date_fin_pa_peche_culture
,BIG G,837731,745000960,DEOPAUL RAMPHAL,2006,58,58,"11,93","9,46",,BOIS,2007-03-12,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,L'HORIZON,837739,,INCONNU,2006,44,44,"9,48","2,97",SOUDINE EMILE CHRISTIAN N° 04M9323,BOIS,2007-01-18,ESSENCE,CAYENNE,,,,2018-01-01,
,LEAH,837746,745001230,JAGNARINE KERIK,2007,86,86,"11,92","8,77",,BOIS,2008-04-02,ESSENCE,CAYENNE,Pêche côtière,,,2019-01-29,
,RADICA,837751,745001070,HARRICHANDRA,2007,67,67,"11,81","6,62",,BOIS,,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,ILES DU SALUT,837759,745000560,TECNA,2008,353,353,"20,6","95,7",,PLASTIQUE,2009-02-03,GAZOLE,CAYENNE,Navigation côtière,2018-01-01,,,
,MISS ROSSIGNOL,837786,745001320,RAMPHAL,2007,86,86,"11,95","8,73",,BOIS,2007-03-22,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,PATOU,837790,745001290,RAMPHAL DECOUL,2003,85,85,"9,1","4,67",,BOIS,2007-10-01,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,GRAJAGAN,837791,,FARCY ANTHONY,2007,183,183,"9,69","6,34",,PLASTIQUE,2007-03-30,ESSENCE,CAYENNE,,,,2018-01-01,
,L'AVANCE 2,837792,745001650,INCONNU,2007,84,84,"10,27","3,95",,BOIS,2007-08-16,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,ARIANE 2,837793,745001850,HYPOLYTE VILHENA,2007,104,104,"9,78","5,93",,BOIS,2007-08-02,ESSENCE,CAYENNE,Pêche côtière,,,2018-10-15,
,STEPHENIE,837798,745002750,HARRICHANDRA,2003,34,34,"11,64","7,25",,BOIS,2007-11-13,ESSENCE,CAYENNE,Pêche côtière,,,2019-01-29,
,BRIAN,837800,745000810,ADBERT SANGOY,2003,75,75,"11,5","6,91",,BOIS,2007-12-05,ESSENCE,CAYENNE,,,,2018-01-01,
,COLINA,837801,,INCONNU,2003,25,25,"6,14","0,95",,BOIS,,ESSENCE,CAYENNE,,,,2018-01-01,
,L'AVENIR 3,837802,745001270,MERCURY MARINE,2006,171,171,"8,74","1,82",,PLASTIQUE,2007-08-29,ESSENCE,CAYENNE,,,,2018-01-01,
,JENNY,837807,745001610,GUYANA,2003,85,85,"11,9","5,68",,BOIS,,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,LIZANNE,837812,745000990,INCONNU,2003,104,104,"7,77","2,15",,BOIS,,ESSENCE,CAYENNE,Petite pêche,,,2018-01-01,
,MATA RANI,837815,745001890,DHANSSAR RAMPERSAUD,2008,104,104,"9,77","3,66",,BOIS,2008-04-24,ESSENCE,CAYENNE,Pêche côtière,,,2018-01-01,
,GUYAVOILE,837831,745005300,MULTICAP CARAIBES,2007,,,"17,09","57,91",,BOIS,2008-06-03,,CAYENNE,Plaisance NC,2018-01-01,,,
,UFA,838745,227305460,,1993,166,166,"7,5","2,9",,CONTREPLAQUE,1993-09-15,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-03-08,
,LE TRIO MAJ,838762,329003340,,1993,169,169,"7,37","2,74",,PLASTIQUE,1993-10-01,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-02-08,
,FALLING STAR,838809,227763670,MULTICAP CARAIBES,1993,220,220,"13,6","11,9",,BOIS,1993-11-22,GAZOLE,ARCACHON,Navigation côtière,2018-05-25,,,
,MIREILLE ANNE,838888,,,1995,85,85,"6,76","1,59",,PLASTIQUE,1995-09-18,ESSENCE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,TI MILO,838909,329005850,,1999,170,170,7,"2,53",,PLASTIQUE,2016-12-20,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-02-21,
,MARIE-CLAUDE,838920,329009610,,1994,110,110,"6,5","1,98",,CONTREPLAQUE,1994-02-11,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-03-26,
,MINOU 2,840545,,,1993,37,37,"6,2","1,36",,METAL,1994-01-17,ESSENCE,SAINT NAZAIRE,Petite pêche,,,2018-01-01,
,LA CRITIQUE,840565,,,1993,7,7,"7,5",,,METAL,1993-10-10,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,LE CROISICAIS,840575,,MECASOUD GUERANDE (44),1989,29,29,"8,02",,,AG/4 - ALU,1990-01-25,ESSENCE,CAEN,Conchyl.Pure,,,2018-01-01,2019-09-16
,JUSANT,840824,,BURGAUD   85270,1992,22,22,"7,5",,,AG/4 - ALU,1992-12-09,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,TANGUETHEN,841034,227002770,,1993,314,306,20,,,METAL,1993-05-25,GAZOLE,LORIENT,Navigation côtière,2018-01-01,,,
,STER EN ESTR II,841125,227723620,,1993,161,161,"15,87",,,METAL,1993-08-18,GAZOLE,VANNES,Conchyl.Pure,,,2018-01-01,
,DROLESS,841256,,PECH'ALU,1993,129,129,"9,04",,,METAL,1994-03-01,ESSENCE,ARCACHON,,,,2018-01-01,
,TALHOUANT,841352,227001170,,1994,420,420,"22,12",93,,METAL,1994-05-05,GAZOLE,LORIENT,Navigation côtière,2018-01-01,,,
,PEN-AR-GREK,841483,,,1994,37,37,7,,,METAL,1994-09-09,ESSENCE,LORIENT,Conchyl.Pure,,,2018-01-01,
,ALTAIR,841532,227316510,,1995,110,110,"10,5",10,,PLASTIQUE,,GAZOLE,LORIENT,Petite pêche,,,2018-01-01,
,ALIENOR,841548,,,1994,147,147,"11,99",,,METAL,2012-08-29,ESSENCE,AURAY,,,,2018-01-01,
,SIMON,841572,,,1994,3,3,"4,04",,,METAL,1994-12-19,ESSENCE,LORIENT,Conchyl.Pure,,,2018-01-01,
,ENTHALPIA,842101,227340600,CHANTIERS GARCIA,1992,,,"21,06",,,METAL,2017-02-14,,Marseille (RIF),Plaisance Cabot.Int.,2018-01-01,2018-04-09T00:00:00.000+02:00,,
,COLIBRI,842548,227639340,,1993,58,58,"6,02","1,41",,PLASTIQUE,1993-06-18,ESSENCE,CAEN,Petite pêche,,,2018-01-01,
,TADORNE,842773,227011270,,1994,441,441,"14,6","18,35",,PLASTIQUE,1994-06-14,GAZOLE,ROUEN,Pilotage,2018-01-01,,,
,ILE CALLOT,842864,227159640,,1993,85,85,"11,95",,,METAL,1996-07-01,ESSENCE,MORLAIX,Conchyl.Pure,,,2018-01-01,
,L'ILIENNE,842875,227005630,,1993,184,184,"17,8",,,PLASTIQUE,1993-04-02,GAZOLE,MORLAIX,Navigation côtière,2018-01-01,,,
,MOKTAR,843015,,,1990,18,18,"7,38",,,METAL,1993-11-22,ESSENCE,MORLAIX,,,,2018-01-01,
,Y,843051,,,1901,33,33,"9,04",,,METAL,1994-09-16,GAZOLE,MORLAIX,Conchyl.Pure,,,2018-01-01,
,CRABOUK,843062,,,1994,41,41,"8,51",,,METAL,1994-09-22,GAZOLE,MORLAIX,Conchyl.Pure,,,2018-01-01,
,REINE DU LEON,843077,227005620,,1994,351,351,19,,,PLASTIQUE,1994-06-09,GAZOLE,MORLAIX,Navigation côtière,2018-01-01,,,
,CAPRICE DES VENTS,843097,,,1994,85,85,"10,74",,,METAL,1994-10-19,GAZOLE,MORLAIX,Conchyl.Pure,,,2018-01-01,
,EXOCET II,843164,227310810,,1996,132,132,"8,02","1,53",,PLASTIQUE,1996-09-05,GAZOLE,MORLAIX,Petite pêche,,,2018-01-01,
,LES SALINES,843597,,,1993,37,37,"5,2",,,PLASTIQUE,,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,CHOU,844225,,,1993,110,110,9,,,METAL,1993-09-22,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,LE CAP HORN,844226,,,1993,128,128,"7,4",,,PLASTIQUE,1993-09-20,GAZOLE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,SIRTAKI,845274,,,1994,125,125,"8,2","2,96",,PLASTIQUE,1994-04-18,GAZOLE,BASTIA,Petite pêche,,,2018-01-01,
,CASANOVA,845391,227573750,,1993,221,221,"9,3","4,27",,PLASTIQUE,1993-06-17,GAZOLE,CAEN,Pêche côtière,,,2018-01-01,
,SNOOPY,845882,,BURGAUD,1992,22,22,"8,86",,,METAL,1995-08-10,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,L'EPOYENNE,845892,,,1992,40,40,"7,45",,,METAL,1992-10-20,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,JOYAU DU LITTORAL,845897,,BURGAUD,1993,18,18,"7,9",,,METAL,1993-01-21,ESSENCE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
,BLACK BEARD,845905,,,1993,96,96,"11,28",,,METAL,1993-01-21,GAZOLE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,ACADELNIRO,845906,,,1993,33,33,"7,59",,,METAL,1993-01-21,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,STERA,845910,,ETS GARREAU,1993,37,37,"7,63",,,METAL,1993-02-11,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,QUEEN,845920,,,1993,66,66,"7,13",,,METAL,1993-03-29,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,FIDJI,845922,,GARREAU,1993,37,37,"9,13",,,METAL,1993-03-29,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,ESILAB,845923,227009020,,1993,214,214,"17,89",,,METAL,1993-03-24,GAZOLE,NOIRMOUTIER,Navigation côtière,2018-01-01,,,
,P'TIT FRISOU,845934,,,1993,40,40,8,,,METAL,1993-05-03,ESSENCE,SAINT NAZAIRE,Conchyl.Pure,,,2018-01-01,
,L'ECUME I,845952,227322190,,1993,160,160,"11,96","12,6",,PLASTIQUE,1994-11-24,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,JAM,845978,,GARREAU,1993,48,48,"7,82",,,METAL,1993-07-16,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,NOUVEL ESPOIR,846076,227191970,,1993,73,73,8,,,METAL,1993-09-15,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2019-05-16,
,L'ETOILE FILANTE,846077,,,1993,29,29,"7,27",,,METAL,1993-09-23,ESSENCE,NOIRMOUTIER,Conchyl.PetitePêche,,,2018-01-01,
,LINE,846080,,,1993,40,40,7,,,METAL,1993-11-26,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,LE PAYRE,846082,,,1993,18,18,8,,,METAL,1993-11-05,GAZOLE,NOIRMOUTIER,Conchyl.Pure,,,2018-07-27,
,ELEUSIS,846084,227258750,GARREAU,1993,73,73,"7,8",,,METAL,1993-09-08,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,ECUME D'ARMOR,846097,,DELAVERGNE ,1993,62,62,"11,4",2,,METAL,1993-10-19,ESSENCE,VANNES,,,,2018-01-01,
,BENOIT,846236,,,1992,147,147,"9,5",,,METAL,1992-10-05,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,L'ELAN,846241,227100030,,1993,44,44,"5,94","1,16",,METAL,1993-04-22,ESSENCE,AURAY,Petite pêche,,,2018-01-01,
,SKRAVIG,846251,227755790,,1992,191,191,"17,3",,,METAL,1993-01-29,GAZOLE,AURAY,Conchyl.Pure,,,2018-01-01,
,MAVERICK,846267,227317290,PLASTI PECHE,1994,162,162,"11,92",14,,PLASTIQUE,1994-06-02,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,LE LAC,846402,227732740,,1993,172,172,"18,03",,,METAL,1993-12-17,GAZOLE,AURAY,Conchyl.Pure,,,2018-01-01,
,KROC E BARZH,846413,,,1993,40,40,"5,89",,,METAL,1996-03-07,ESSENCE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,ORCA,846465,227692160,,1993,110,110,"15,5",,,METAL,1994-01-21,GAZOLE,AURAY,,,,2018-01-01,
,ENERGIE,846668,227784820,,1994,198,198,"17,9",,,METAL,1994-05-30,GAZOLE,AURAY,Conchyl.Pure,,,2018-01-01,
,PAYA,846671,,,1993,73,73,"10,5",,,METAL,1993-12-21,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,LA GRANDE ANCRE,846675,227579330,,1994,266,266,"16,25",,,METAL,1994-06-09,GAZOLE,CHERBOURG,Conchyl.Pure,,,2018-01-01,
,ARZIC III,846710,227315860,,1994,147,147,"11,93",17,,PLASTIQUE,1994-12-13,GAZOLE,MARENNES,Pêche côtière,,,2018-01-01,
,LES P'TITS MOUSSES,847909,,,1994,132,132,"11,25",,,METAL,1994-05-18,ESSENCE,VANNES,Conchyl.Pure,,,2018-01-01,
,L'INDISPENSABLE,847915,227121490,,1993,294,294,"11,3",,,METAL,1994-02-15,ESSENCE,AURAY,Conchyl.Pure,,,2018-01-01,
,J'Y VAIS,847917,,,1993,103,103,"10,53",,,METAL,1993-11-15,ESSENCE,VANNES,Conchyl.Pure,,,2018-01-01,
,RE STEVAN,847936,227680320,,1993,148,148,"17,9",,,METAL,1993-11-04,GAZOLE,VANNES,Conchyl.Pure,,,2018-01-01,
,ATLANTIS,847950,227737130,,1993,147,147,15,,,METAL,1993-11-25,GAZOLE,VANNES,,,,2018-01-01,
,SLOCUM,847958,,,1993,129,129,"11,2",,,METAL,1993-12-02,ESSENCE,MORLAIX,Conchyl.Pure,,,2018-01-01,
,KERDREAN,848137,,BOURLIEUX,1994,55,55,"11,77",,,METAL,1994-12-12,ESSENCE,PAIMPOL,Conchyl.Pure,,,2018-01-01,
,LOCMIQUEL 2,848159,227322320,,1994,147,147,"15,5",,,METAL,1994-10-26,GAZOLE,VANNES,Conchyl.Pure,,,2018-01-01,
,MARILYN THERESA 11,848230,,,1992,88,88,6,,,METAL,1992-08-31,GAZOLE,ROUEN,Lamanage Nav cot,2018-01-01,,,
,BORD LOIN,848804,227150150,,1993,73,73,"8,87",2,,PLASTIQUE,1993-03-29,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,OCEANOS,848805,,,1993,4,4,"8,68",,,METAL,1993-01-19,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,H CHEF,848809,,,1993,37,37,"10,25",,,METAL,1993-02-26,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2019-02-20,
,RAMBO 3,848817,,,1993,147,147,"10,97","3,54",,METAL,1994-02-03,ESSENCE,MARENNES,,,,2018-01-01,
,GLADIATEUR,848819,227906110,GAMSLIN MARENNES,1993,37,37,8,"3,25",,METAL,1994-01-19,ESSENCE,SETE,Navigation côtière,2018-01-01,,,
,LE GRAND BLEU,848820,227727220,,1993,155,155,"18,34",,,METAL,1994-05-16,GAZOLE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,DYSIS,848821,,,1994,154,154,"17,02",,,METAL,1994-10-03,GAZOLE,LA ROCHELLE,,,,2018-01-01,
,KAMY,849686,,,1994,,,6,,,METAL,1995-01-12,INCONNU,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,GOELANN,849689,,,1994,34,34,"7,5",,,METAL,,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,DEFEND,849696,,CHANTIER DELAVERGNE,1996,13,13,"10,09","2,23",,AG/4 - ALU,1996-04-25,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,ODIN,849706,,,1995,7,7,"6,04",,,METAL,1995-04-18,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,SPEED,849713,,PROTEAU,1994,73,73,"7,46",,,METAL,1994-07-13,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,KER-PONT,849740,227588670,,1993,147,147,"10,28",,,METAL,2000-05-31,GAZOLE,LORIENT,Navigation côtière,2018-01-01,,,
,NEPTUNE 16,849779,,,1993,138,138,"7,57",,,METAL,1993-05-19,GAZOLE,LE HAVRE,Lamanage Nav cot,2018-01-01,,,
,GLOUTON,849858,227006920,,1994,174,160,"15,5",,,METAL,1994-04-21,GAZOLE,LE HAVRE,Navigation côtière,2018-01-01,,,
,NEPTUNE 17,849934,,,1994,138,138,"7,57",,,METAL,1994-11-22,GAZOLE,LE HAVRE,Lamanage Nav cot,2018-01-01,,,
,LYNX,849963,227004260,,1994,160,160,"12,15",,,PLASTIQUE,1995-05-11,GAZOLE,LE HAVRE,Navigation côtière,2018-01-01,,,
,ARGUIN,853152,227001920,,1996,372,372,"11,97",,,METAL,1996-04-02,GAZOLE,ARCACHON,Navigation côtière,2018-03-15,,,
8417508,TSM DORA,853155,227016100,,1984,1106,738,41,391,,METAL,1996-02-23,GAZOLE,Marseille (RIF),Cabotage Internat.,2018-01-01,,,
,L'IDEAL,853181,,,1998,17,17,"7,1","1,86",,BOIS,1998-07-03,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,NOUVEL ESSOR,853251,347012780,,1992,110,110,"7,4","0,8",,PLASTIQUE,1998-02-10,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CASSENDRA,853411,,,1993,29,29,"6,11","0,21",,PLASTIQUE,2007-12-07,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,FESTIVAL,853467,347004280,,1993,85,85,"6,94","0,62",,PLASTIQUE,2007-03-21,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,PALE BA YO,853726,227306950,,1994,85,85,"7,41","0,91",,PLASTIQUE,1996-02-12,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,MIRAGE,853731,347002020,,1994,110,110,"7,27","2,29",,PLASTIQUE,2003-04-16,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,L'ANGE BLEU,853734,347007730,,1994,110,110,"7,27","0,69",,PLASTIQUE,2009-09-04,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,L'ALPHA ET OMEGA,853736,347003070,,1994,165,165,"7,8","3,75",,PLASTIQUE,2011-02-16,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LINDSAY,853740,347010520,,1994,55,55,"7,13","1,76",,PLASTIQUE,1995-01-25,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,TIMONIER,853744,347014450,,1994,294,294,"9,25","3,73",,PLASTIQUE,1995-02-13,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,BLUE BIRD,853869,227307980,,1996,221,221,"8,11","3,66",,PLASTIQUE,2003-01-16,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,AARON,853870,,,1995,184,184,"7,65","2,41",,PLASTIQUE,2017-06-06,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,DR GRATEL,853871,,,1996,29,29,"6,32",1,,PLASTIQUE,1996-04-04,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,BERTHE,853979,347006660,,1996,55,55,"7,13","1,76",,PLASTIQUE,1996-05-02,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,WILD BLUE,853987,347008190,,1996,199,199,"9,25","3,73",,PLASTIQUE,1996-05-14,GAZOLE,FORT DE FRANCE,,,,2018-01-01,
,JUSTICE,853989,,,1996,18,18,"6,1","0,76",,PLASTIQUE,1996-05-28,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,PROJET,853990,347003210,,1996,147,147,"7,8","3,75",,PLASTIQUE,1996-06-03,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,DEOPACIS II,853991,347003090,,1996,63,63,"7,13","1,76",,PLASTIQUE,1996-05-21,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,BRUSDY,853995,227308840,,1996,147,147,"6,97","2,16",,PLASTIQUE,1996-06-06,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,DANGERE II,853996,347006880,,1996,147,147,"7,65","0,72",,PLASTIQUE,2007-10-10,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SAINT-INNOCENT,853997,,,1996,,,"5,77","0,6",,PLASTIQUE,1996-11-18,INCONNU,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,DIEU AVEC NOUS,853999,347010270,,1996,110,110,"7,2","2,39",,PLASTIQUE,1996-06-24,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,PAS JOUER,854001,,,1996,18,18,"5,75","0,59",,PLASTIQUE,1996-07-04,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,ST ANTOINE,854003,347000910,,1996,63,63,"7,13","1,59",,PLASTIQUE,1996-07-22,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SIDDHARTHA,854010,347004160,,1996,165,165,"9,25","3,66",,PLASTIQUE,1996-09-13,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,OUI,854011,347005760,,1996,29,29,"6,2","0,77",,PLASTIQUE,1996-09-23,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CHRISTELLE,854020,,,1996,,,"5,75","0,7",,PLASTIQUE,2001-04-05,INCONNU,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LE PHENIX,854023,,,1996,29,29,"7,1","1,36",,PLASTIQUE,1996-11-15,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,LA BELLE KREOLE 1,854028,347015450,,1996,312,312,"13,44",,,PLASTIQUE,1997-01-23,GAZOLE,FORT DE FRANCE,Navigation côtière,2018-01-01,,,
,NINI 2,854127,,,1997,29,29,"6,15","0,6",,PLASTIQUE,1997-08-28,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,BEL TI EVASION,854130,,,1997,22,22,"6,49","0,31",,PLASTIQUE,2008-07-28,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,TI CLOD,854136,347005540,,1997,66,66,"5,9","1,05",,PLASTIQUE,2016-05-27,ESSENCE,FORT DE FRANCE,,,,2018-01-01,
,CLAUDE,854140,,,1997,11,11,"4,98","0,5",,PLASTIQUE,1997-10-13,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,ESTELLE,854143,347000150,,1997,147,147,"7,6","1,89",,PLASTIQUE,1997-10-31,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,OZANAH,854145,347004330,,1997,66,66,"7,2","2,19",,PLASTIQUE,1997-11-12,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,GJEABEL,854146,347002140,,1998,155,155,"9,16","5,15",,PLASTIQUE,2017-02-15,GAZOLE,FORT DE FRANCE,Pêche côtière,,,2018-01-01,
,ELLESS,854150,227131100,,1997,155,155,"9,15","4,77",,PLASTIQUE,2012-07-02,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,LOU LY,854154,227131500,,1998,110,110,"9,16","5,15",,PLASTIQUE,1998-02-27,GAZOLE,LES SABLES D'OLONNE,Petite pêche,,,2018-01-01,
,MIRKO II,854156,347013530,,1998,250,250,"11,99","11,5",,ALLIAGE LEGER,,GAZOLE,FORT DE FRANCE,Pêche au large,,,2019-01-29,
,MASCARET III,854158,227131900,,1997,161,161,"11,96","15,84",,PLASTIQUE,2004-01-16,GAZOLE,SAINT MALO,Petite pêche,,,2018-01-01,
,LE BOUCANIER,854159,227132100,-,1997,206,206,"11,96","15,84",,PLASTIQUE,2005-08-21,GAZOLE,BREST,Petite pêche,,,2018-01-01,
,MIRKO,854160,347001400,,1997,206,206,"11,96","16,04",,PLASTIQUE,2018-04-20,GAZOLE,FORT DE FRANCE,Pêche au large,,,2018-01-01,2019-09-16
,KURTH,854161,347014660,,1998,206,206,"11,96","15,85",,PLASTIQUE,1998-08-24,GAZOLE,FORT DE FRANCE,Pêche côtière,,,2018-01-01,
,MARCUS GARVEY,854166,329006230,OCEA TRANSPORTS,1997,1833,1833,"23,59","117,83",,METAL,1997-12-18,GAZOLE,POINTE A PITRE,Navigation côtière,2018-01-01,,,
,DIEU DE LA MER,854167,227311610,,1997,110,110,7,"2,15",,PLASTIQUE,1997-12-02,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,CE CA II,854169,227313820,,1995,110,110,"7,6","2,63",,PLASTIQUE,1997-12-18,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,MARIE MARGOT,854234,,,1984,37,37,"6,58",,,METAL,1994-01-20,ESSENCE,CONCARNEAU,Conchyl.Pure,,,2018-01-01,2019-09-16
,LA PANGEE,857594,,,1993,225,225,"10,9",,,METAL,1993-09-23,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,FLASH 1,857617,,,1993,47,47,"8,75",,,METAL,1994-01-10,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,KYLLIAN,857618,,,1993,10,10,"6,2",,,PLASTIQUE,1993-10-15,ESSENCE,LA ROCHELLE,Conchyl.Pure,,,2018-01-01,
,LE BERNACHE,857620,,,1993,147,147,"11,35",,,METAL,1993-12-13,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,LINDA-JOHN,857629,,,1993,110,110,"9,2",,,METAL,1994-02-03,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,THE SPEED BEST,857632,,,1993,128,128,"10,22",,,METAL,1993-12-09,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,PROST,857641,,,1985,22,22,"5,83",,,METAL,1994-02-15,ESSENCE,CAEN,Conchyl.Pure,,,2018-01-01,
,REVE BLEU,857727,,,1994,184,184,"9,81",,,METAL,1994-04-22,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,NAVICULOSE,857749,,OCEANE COMPOSITE,1994,110,110,9,,,PLASTIQUE,1994-04-21,ESSENCE,NOIRMOUTIER,Conchyl.Pure,,,2018-01-01,
,LE BATTANT,857772,,,1994,63,63,"8,55",,,METAL,1994-05-16,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,YOYO,857780,,,1994,99,99,8,,,METAL,1994-05-17,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,2019-09-16
,LES DEUX FRERES,857966,,,1994,55,55,"7,5",,,METAL,1994-07-06,ESSENCE,VANNES,Conchyl.Pure,,,2018-01-01,
,LE VASOU 2,857986,,,1901,167,167,"9,5",,,METAL,1994-07-15,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,SOVEDEZO,858127,,,1994,168,168,"9,6",,,METAL,1994-11-08,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,NICOLAS II,858148,,,1994,165,165,"9,5",,,METAL,1994-11-08,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,PAS L'TEMPS,858166,,,1994,29,29,"7,55",,,METAL,1994-09-19,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,PALYMAVA,858171,,,1994,147,147,"8,23","1,55",,METAL,1994-10-04,ESSENCE,MARENNES,Conchyl.PetitePêche,,,2018-01-01,
,LOU DARREY,858177,,,1994,110,110,"9,05",,,METAL,1994-11-23,ESSENCE,ARCACHON,Conchyl.Pure,,,2018-01-01,
,BODY BOARD,858185,,,1994,165,165,9,,,METAL,1994-12-27,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
