,imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
7287,9503627,EUROCARGO CATANIA,Ro-ro ship,2018.0,EIV (6.99 gCO₂/t·nm),Palermo,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,12305.87,12305.87,38380.52,36692.09,0.0,0.0,1688.43,,,38380.52,6125.72,124.5,25.51,,,,,388.29,79.55,,,,,,6125.72,,,,25.51,,,,,,79.55,,,,,,
7288,9503639,GIUSEPPE LUCCHESI,Ro-ro ship,2018.0,EIV (5.27 gCO₂/t·nm),Cagliari,,,30/04/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,10337.29,10337.29,32260.02,30265.63,0.0,0.0,1994.39,,,32260.02,4583.79,133.01,44.58,,,,,415.1,139.12,,,,,,4583.79,,,,44.58,,,,,,139.12,,,,,,
7320,9505065,TUGELA,Ro-ro ship,2018.0,Not Applicable,Valletta,,,16/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,5643.47,,17727.19,2362.87,8498.84,6299.54,565.94,,,,2638.8,137.32,18.66,,,,,431.34,58.63,,,,,,2638.8,,,,,,,,,,,,,,,,
7345,9506203,SEATRUCK PROGRESS,Ro-ro ship,2018.0,Not Applicable,Douglas,,,25/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,Yes,Yes,,8558.13,,26704.11,25176.79,0.0,0.0,1527.32,,,,5140.05,118.1,42.95,,,,,368.5,134.02,,,,,,5140.05,,,,,,,,,,,,,,,,
7346,9506215,SEATRUCK POWER,Ro-ro ship,2018.0,Not Applicable,Douglas,,,25/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,Yes,Yes,,8844.12,,27601.62,26048.45,0.0,0.0,1553.17,,,,5234.55,118.29,49.19,,,,,369.18,153.52,,,,,,5234.55,,,,,,,,,,,,,,,,
7347,9506227,SEATRUCK PERFORMANCE,Ro-ro ship,2018.0,Not Applicable,Douglas,,,25/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,Yes,Yes,,6656.46,,20771.82,17831.19,0.0,0.0,2940.62,,,,3812.22,113.25,45.99,,,,,353.4,143.51,,,,,,3812.22,,,,,,,,,,,,,,,,
7348,9506239,SEATRUCK PRECISION,Ro-ro ship,2018.0,Not Applicable,Douglas,,,02/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,Yes,Yes,,7695.91,,24000.51,22122.87,0.0,0.0,1877.63,,,,3675.87,113.61,28.64,,,,,354.31,89.32,,,,,,3675.87,,,,,,,,,,,,,,,,
7349,9506253,ULUSOY-14,Ro-ro ship,2018.0,EIV (27.68 gCO₂/t·nm),,,,27/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,8949.0,8813.0,27879.7,0.0,13879.1,13564.58,436.02,,,27443.68,5537.0,97.71,22.17,,,,,304.41,69.07,,,,,,5537.0,,,,21.83,,,,,,67.99,,,,,,
7350,9506265,ULUSOY-15,Ro-ro ship,2018.0,EIV (27.68 gCO₂/t·nm),,,,27/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,9231.0,9000.0,28766.59,0.0,13505.42,14520.58,740.59,,,28026.0,5573.0,97.87,23.91,,,,,305.01,74.51,,,,,,5573.0,,,,23.31,,,,,,72.59,,,,,,
7351,9506277,UN ISTANBUL,Ro-ro ship,2018.0,Not Applicable,Istanbul,,,08/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,15678.76,,48841.58,6180.98,23781.44,18237.2,641.96,,,,6075.53,138.14,26.52,,,,,430.33,82.62,,,,,,6075.53,,,,,,,,,,,,,,,,
7352,9506289,VOLCAN DEL TEIDE,Ro-pax ship,2018.0,EIV (24.64 gCO₂/t·nm),Santa Cruz de Tenerife,Las Palmas de Gran Canaria,,29/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,Yes,,,26691.1,,83145.24,75047.66,0.0,0.0,8060.03,83145.24,83145.24,,5274.15,254.97,,,,1317.12,176.14,794.24,,,,4102.94,548.7,,5274.15,,,,,,,,,,,,,,,,
7353,9506291,VOLCAN DE TINAMAR,Ro-pax ship,2018.0,EIV (24.64 gCO₂/t·nm),Las Palmas de Gran Canaria,Barcelona,,30/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,Yes,Yes,,,19392.23,,60424.54,51464.71,0.0,0.0,8959.82,60424.54,60424.54,,4211.57,244.83,,,,2028.47,490.76,762.87,,,,6320.55,1529.16,,4211.57,,,,,,,,,,,,,,,,
7356,9506459,CELEBRITY REFLECTION,Passenger ship,2018.0,Not Applicable,Valletta,,,24/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,17296.99,,54159.51,40815.72,6319.57,5896.67,1127.55,,,,4468.31,379.71,,,,128.18,,1188.93,,,,401.35,,,4468.31,,,,,,,,,,,,,,,,
7527,9519121,TRITON ACE,Ro-ro ship,2018.0,EIV (9.32 gCO₂/t·nm),PANAMA,PANAMA,,20/04/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,916.9,,2878.1,249.11,1303.28,1229.21,96.5,,,,839.2,92.95,35.43,,,,,291.78,111.2,,,,,,839.2,,,,,,,,,,,,,,,,
7529,9519145,MORNING CORNELIA,Ro-ro ship,2018.0,EIV (16.68 gCO₂/t·nm),Panama,,,19/04/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2547.2,,7983.24,1698.53,2050.56,1833.29,642.98,,,,1350.2,118.77,18.08,,,,,372.23,56.68,,,,,,1350.2,,,,,,,,,,,,,,,,
7613,9526332,PIANA,Ro-pax ship,2018.0,EIV (29.36 gCO₂/t·nm),,,,25/09/2019,30/06/2020,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,,,15327.0,,47824.55,44503.15,0.0,0.0,3355.03,5574.4,38895.14,,4021.87,212.95,,,,74.79,119.54,664.46,,,,232.9,372.23,,4021.87,,,,,,,,,,,,,,,,
7744,9539042,CARTOUR DELTA,Ro-pax ship,2018.0,EIV (19.11 gCO₂/t·nm),BARI,BARI,,14/05/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,17880.0,,55817.06,52751.9,0.0,0.0,3065.2,55817.06,55817.06,,5448.5,168.27,,,,1440.09,340.66,525.3,,,,4495.61,1063.45,,5448.5,,,,,,,,,,,,,,,,
7745,9539054,EPSILON,Ro-pax ship,2018.0,EIV (62.2 gCO₂/t·nm),Bari,,,26/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,14995.26,,47009.87,43973.89,0.0,0.0,3035.99,47009.87,47009.87,,4666.75,169.88,,,,2.04,0.1,532.57,,,,6.39,0.32,,4666.75,,,,,,,,,,,,,,,,
7746,9539066,CAPUCINE,Ro-ro ship,2018.0,EIV (13.32 gCO₂/t·nm),Valletta,,,02/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2410.16,,7531.4,5732.81,532.12,575.29,691.19,,,,4944.37,66.92,80.22,,,,,209.11,250.68,,,,,,4944.37,,,,,,,,,,,,,,,,
7747,9539078,SEVERINE,Ro-ro ship,2018.0,EIV (13.37 gCO₂/t·nm),Valletta,,,20/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,5356.48,,16766.83,15700.06,0.0,73.99,992.79,,,,5563.82,81.78,39.16,,,,,255.99,122.57,,,,,,5563.82,,,,,,,,,,,,,,,,
7748,9539080,WILHELMINE,Ro-ro ship,2018.0,EIV (12.79 gCO₂/t·nm),Valletta,,,30/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,4952.34,,15625.62,14127.2,0.0,0.0,1498.44,,,,4722.79,78.01,30.49,,,,,246.15,96.19,,,,,,4722.79,,,,,,,,,,,,,,,,
7749,9539092,ADELINE,Ro-ro ship,2018.0,EIV (12.79 gCO₂/t·nm),Valletta,,,30/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3710.16,,11714.19,10399.29,0.0,0.0,1314.87,,,,4301.64,82.26,31.62,,,,,259.73,99.84,,,,,,4301.64,,,,,,,,,,,,,,,,
7885,9551363,CONDOR LIBERATION,Ro-pax ship,2018.0,,,,,11/10/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,13162.45,,42198.81,15.71,7719.06,8023.48,26440.56,41776.84,421.97,,1496.65,322.25,,,,729.0,11.65,1033.14,,,,2337.17,37.34,,1496.65,,,,,,,,,,,,,,,,
7944,9557848,BETANCURIA EXPRESS,Ro-pax ship,2018.0,EIV (56.29 gCO₂/t·nm),Santa Cruz de Tenerife,,,08/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,,,57759.1,56911.66,0.0,0.0,847.46,57759.1,,,,,,,,,,608.42,,,,1458.51,0.0,,,,,,,,,,,,,,,,,,
7997,9565039,BLUE STAR DELOS,Ro-pax ship,2018.0,EIV (32.36 gCO₂/t·nm),Piraeus,,,24/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,24383.13,,76849.95,72337.1,0.0,0.0,4512.85,39679.78,41683.01,,4817.5,230.72,,,,120.03,253.96,727.17,,,,378.38,800.58,,4817.5,,,,,,,,,,,,,,,,
7998,9565041,BLUE STAR PATMOS,Ro-pax ship,2018.0,EIV (32.48 gCO₂/t·nm),Piraeus,,,24/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,21467.83,,67663.87,57268.23,0.0,0.0,10396.87,32470.7,45590.03,,5292.9,201.59,,,,173.4,2.19,635.38,,,,546.68,6.92,,5292.9,,,,,,,,,,,,,,,,
8117,9574080,MORNING CRYSTAL,Ro-ro ship,2018.0,EIV (18.33 gCO₂/t·nm),Panama,,,12/04/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,1315.0,,4122.33,1386.02,2003.62,506.39,226.3,,,,801.0,108.76,21.35,,,,,340.94,66.92,,,,,,801.0,,,,,,,,,,,,,,,,
8269,9584712,ROYAL PRINCESS,Ro-pax ship,2018.0,Not Applicable,Hamilton,,,04/07/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,16038.7,,50175.5,34186.05,4240.26,3332.12,8422.48,,50175.5,,2730.33,417.03,,,,114.63,,1304.64,,,,358.62,,,2730.33,,,,,,,,,,,,,,,,
8270,9584724,REGAL PRINCESS,Passenger ship,2018.0,Not Applicable,Hamilton,,,04/07/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,16890.82,,53088.52,33968.0,7026.46,6317.68,5776.37,,,,2677.85,423.56,,,,115.87,,1331.28,,,,364.2,,,2677.85,,,,,,,,,,,,,,,,
8274,9585285,MSC DIVINA,Passenger ship,2018.0,EIV (3.06 gCO₂/t·nm),PANAMA,,,26/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,,Yes,,29239.0,29239.0,92251.78,67807.0,4717.0,5862.0,13867.0,,,92251.78,3542.0,486.25,,,,121.95,,1534.15,,,,384.77,,,3542.0,,,486.25,,,,121.95,,1534.15,,,,384.77,,,
8290,9586605,STAVANGERFJORD,Ro-pax ship,2018.0,EIV (3 gCO₂/t·nm),,,IB,30/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,15638.0,,43392.1,42513.0,0.0,0.0,879.0,10102.72,32410.93,,7302.0,118.47,,,,81.09,138.19,328.74,,,,224.39,382.39,,7302.0,,,,,,,,,,,,,,,,
8291,9586617,BERGENSFJORD,Ro-pax ship,2018.0,EIV (3 gCO₂/t·nm),,,IB,30/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,13855.0,,38495.23,37013.0,0.0,0.0,1483.0,9241.6,27769.26,,6299.0,118.43,,,,83.59,141.76,329.05,,,,231.03,391.76,,6299.0,,,,,,,,,,,,,,,,
8312,9587855,BERLIN,Ro-pax ship,2018.0,Not Applicable,Rostock,,,08/07/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,,,11564.0,,36051.6,32615.0,0.0,0.0,3437.0,36051.6,36051.6,,6020.0,134.47,,,,538.04,211.36,419.2,,,,1677.37,658.93,,6020.0,,,,,,,,,,,,,,,,
8313,9587867,COPENHAGEN,Ro-pax ship,2018.0,Not Applicable,Gedser,,,29/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,,,12007.0,,37434.33,34813.0,0.0,0.0,2624.0,37434.33,37434.33,,6044.0,139.05,,,,544.84,204.27,433.52,,,,1698.64,636.87,,6044.0,,,,,,,,,,,,,,,,
8482,9595321,MSC PREZIOSA,Passenger ship,2018.0,EIV (3.19 gCO₂/t·nm),PANAMA,,,26/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,,Yes,,30925.0,,96835.06,62886.0,7480.0,18579.0,7889.0,,,,3894.9,457.59,,,,121.16,,1432.85,,,,379.38,,,3894.9,,,,,,,,,,,,,,,,
8556,9598579,TANIT,Ro-pax ship,2018.0,EIV (2.85 gCO₂/t·nm),La Goulette,La Goulette,,15/05/2019,30/06/2020,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,Yes,,22097.94,,68860.35,421.0,33096.0,34264.0,1078.92,66178.37,1603.08,,2865.33,346.41,,,,3129.18,376.73,1079.45,,,,9747.22,1173.19,,2865.33,,,,,,,,,,,,,,,,
8586,9601132,AIDASTELLA,Passenger ship,2018.0,EIV (18.07 gCO₂/t·nm),Genova,,,26/06/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,,,,12033.04,,37793.89,27857.19,0.0,797.12,9143.02,,,,6122.51,279.94,,,,148.76,,879.26,,,,467.24,,,6122.51,,,,,,,,,,,,,,,,
8675,9606900,VIKING GRACE,Ro-pax ship,2018.0,EIV (5 gCO₂/t·nm),Mariehamn,Mariehamn,IA Supper,27/06/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,15629.0,,43334.64,41600.0,0.0,0.0,1850.0,7594.29,33888.28,,7282.0,135.9,,,,17.24,72.8,376.82,,,,47.76,201.72,,7282.0,,,,,,,,,,,,,,,,
8676,9606912,NORWEGIAN BREAKAWAY,Passenger ship,2018.0,,Nassau,,,30/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,17606.27,,56163.22,33344.6,7032.88,8174.32,7611.42,,,,2665.41,411.9,,,,100.26,,1313.95,,,,319.84,,,2665.41,,,,,,,,,,,,,,,,
8731,9609952,ARK GERMANIA,Ro-ro ship,2018.0,EIV (9.45 gCO₂/t·nm),København,København,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,7942.09,,24786.26,23365.37,0.0,0.0,1420.9,,,,4300.35,118.27,44.17,,,,,369.09,137.83,,,,,,4300.35,,,,,,,,,,,,,,,,
8732,9609964,ARK DANIA,Ro-ro ship,2018.0,EIV (9.75 gCO₂/t·nm),København,København,,29/04/2019,30/06/2020,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,14058.18,,43844.22,41634.63,0.0,0.0,2209.59,,,,5597.42,143.1,37.58,,,,,446.3,117.2,,,,,,5597.42,,,,,,,,,,,,,,,,
8799,9614036,BRITANNIA,Passenger ship,2018.0,EIV (6.47 gCO₂/t·nm),Southampton,Southampton,,01/08/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,Yes,,30639.6,,95900.79,62970.8,8354.8,15066.4,9508.8,,,,4290.5,459.26,,,,123.81,,1437.47,,,,387.52,,,4290.5,,,,,,,,,,,,,,,,
8831,9616230,EUROPA 2,Passenger ship,2018.0,EEDI (5.74 gCO₂/t·nm),Valletta,,,26/06/2019,30/06/2020,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,5610.39,,17783.8,10745.75,695.42,2158.36,4184.27,,,,2440.63,190.96,,,,398.69,,605.3,,,,1263.75,,,2440.63,,,,,,,,,,,,,,,,
9046,9631797,MESSINA,Ro-pax ship,2018.0,EIV (73 gCO₂/t·nm),Catania,Messina,,03/07/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,1662.0,,5328.37,2557.0,0.0,0.0,2770.0,5328.37,5328.37,,1510.0,135.24,,,,3386.53,5716.05,433.59,,,,10857.21,18325.67,,1510.0,,,,,,,,,,,,,,,,
9047,9631840,SIGRID,Ro-ro ship,2018.0,,Oskarshamn,,IA,30/04/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,Yes,Yes,,624.35,,2001.67,188369.0,0.0,0.0,117.98,,,,1837.9,40.63,284.49,,,,,130.27,912.06,,,,,,1837.9,,,,,,,,,,,,,,,,
9129,9636888,COSTA DIADEMA,Passenger ship,2018.0,EIV (20.13 gCO₂/t·nm),Genova,,,04/09/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,,,,28757.3,,89733.31,73665.8,490.58,390.0,15197.67,,,,6349.37,399.65,,,,93.95,,1247.05,,,,293.16,,,6349.37,,,,,,,,,,,,,,,,
9131,9636955,AIDAPRIMA,Passenger ship,2018.0,EEDI (7.88 gCO₂/t·nm),Genova,,,25/06/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,,,,17414.86,,54432.89,39551.6,353.69,0.0,14533.67,,,,7232.99,386.84,,,,118.66,,1209.11,,,,370.89,,,7232.99,,,,,,,,,,,,,,,,
9132,9636967,AIDAPERLA,Passenger ship,2018.0,EEDI (7.88 gCO₂/t·nm),Genova,,,25/06/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,,,,20536.66,,65248.31,51206.96,492.56,479.65,13071.71,,,,7854.74,411.53,,,,108.17,,1307.5,,,,343.67,,,7854.74,,,,,,,,,,,,,,,,
9187,9641675,LE SOLEAL,Passenger ship,2018.0,EIV (21.8 gCO₂/t·nm),,,IC,25/06/2019,30/06/2020,,Bureau Veritas Certification France,COFRAC,Le Guillaumet,92046 PARIS LA DEFENSE CEDEX,4-0076,France,,Yes,,,1988.9,,6285.27,3829.0,621.0,855.0,981.0,,,,1867.0,90.87,,,,466.96,,287.16,,,,1475.66,,,1867.0,,,,,,,,,,,,,,,,
9189,9641730,MEIN SCHIFF 3,Passenger ship,2018.0,Not Applicable,Valletta,,,02/05/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,12996.38,,40513.89,32936.68,3192.59,3625.32,759.3,,,,5086.1,277.67,,,,149.65,,865.58,,,,466.5,,,5086.1,,,,,,,,,,,,,,,,
9200,9642394,MN CALAO,Ro-ro ship,2018.0,EIV (46 gCO₂/t·nm),MARSEILLE,,IA,30/06/2019,30/06/2020,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,4159.0,,12953.89,4465.0,3480.0,5010.0,637.0,,,,3471.0,95.29,,43.25,,,,296.78,,134.72,,,,,3471.0,,,,,,,,,,,,,,,,
9201,9642409,MN TANGARA,Ro-ro ship,2018.0,EIV (45 gCO₂/t·nm),MARSEILLE,,IA,30/06/2019,30/06/2020,,VERIFAVIA SARL,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,5164.0,,16083.36,10830.0,3981.0,5258.0,418.0,,,,3696.0,104.56,,52.87,,,,325.65,,164.66,,,,,3696.0,,,,,,,,,,,,,,,,
9230,9645396,SPIRIT OF MONTOIR,Ro-ro ship,2018.0,EEDI (11.96 gCO₂/t·nm),Bari - RI 065,,,31/05/2019,30/06/2020,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,9095.0,,53340.54,9374.0,8111.0,5775.0,572.0,,,,5910.0,90.39,1.29,,,,,530.1,7.58,,,,,,5910.0,,,,,,,,,,,,,,,,
9284,9650418,VIKING STAR,Passenger ship,2018.0,Not Applicable,Bergen,,IA Supper,25/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,10579.32,,33216.81,17922.04,4862.1,4655.05,5777.62,,,,4770.5,254.28,,,,296.04,,798.38,,,,929.5,,0.0,4770.5,0.0,,,,,,,,,,,,,,,
9285,9650420,VIKING SKY,Passenger ship,2018.0,Not Applicable,Bergen,,IA Supper,26/04/2019,30/06/2020,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,10889.3,,34161.97,19356.65,641.48,3094.41,11069.44,,,,3692.81,232.98,,,,296.02,,730.92,,,,928.69,,0.0,3692.81,0.0,,,,,,,,,,,,,,,
9427,9665437,LOCH SEAFORTH,Ro-pax ship,2018.0,,Glasgow,Stornoway,,28/04/2019,30/06/2020,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,,,6611.5,,21196.47,20123.05,0.0,0.0,1073.35,8426.01,11697.09,,4862.0,78.29,,,,0.18,0.18,250.98,,,,0.57,0.57,,4862.0,,,,,,,,,,,,,,,,
